comments,samsung,apple,token,samsung/manually,apple/manually
اکر این مدل ۹۰ اف پی اسو رو حالت اسموت توی پابجی اجرا کنه بنظر من بهترین گزینه برای پلیر های ایرانی هست او ناای که دنبال حرفعی بازی کردن هستن ولی بوجه کافی ندارن🤔کسی معلو مات بیشتر و تجربه کار بااینو داره جواب بده؟؟؟,Agree,Neutral,155,Agree,Neutral
سلاممیخواستم بدونم میشه به این مدل آیپد هارد اکسترنال هم وصل کرد؟,Neutral,Neutral,49,Neutral,Neutral
» در پاسخ به نظر Mahdi R به تاریخ 1400/12/15 (برای نمایش نظر کلیک کنید...) خواهش می کنم وظیفه بود❤,Neutral,Neutral,66,Neutral,Neutral
» در پاسخ به نظر Ehsan A به تاریخ 1400/12/15 (برای نمایش نظر کلیک کنید...) خیلی ممنون از توضیحات مفیدتون❤️,Neutral,Neutral,74,Neutral,Neutral
» در پاسخ به نظر mojtaba s به تاریخ 1400/7/10 (برای نمایش نظر کلیک کنید...) تایپ سی نیست متاسفانه.لایتنینگه ولی این کار ها رو هم میشه انجام داد,Neutral,Neutral,94,Neutral,Neutral
"» در پاسخ به نظر Mahdi R به تاریخ 1400/12/14 (برای نمایش نظر کلیک کنید...) سلام آقا مهدیچون تو این صفحه دیدم جواب سوالات رو نمیدم گفتم خودم پاسخ بدم.چیپست این تبلت A13 بایونیک هست که بر روی سری آیفون ۱۱ قرار داشت.از لحاظ قدرت برابر با اسنپدراگون۸ نسل۱ و اگزینوس۲۲۰۰ اما بسیار پایدار تر و بهینه تر.شما هر بازی ای از جمله کالاف، پابجی، گنشن ایمپکت و... رو می تونید در بالاترین کیفیت ممکن و بدون لگ و مشکل بازی کنید.امیدوارم کمکتون کرده باشم.موفق باشید",Neutral,Agree,323,Neutral,Agree
سلام دوستان میخاستم بپرسم کسی این ایپد رو برای گیم خریده اگه خریده چطور بوده گیم های مثل پابجی و کالاف بدون لگ بالا میاره؟,Neutral,Neutral,87,Neutral,Neutral
دارسو و سایمان دیجیتال و آمیتیش مدل ۶۴ گیگ رو زیر ۱۰ میلیون قیمت گذاشتن.آیا واقعیه؟و آیا مطمئن هست برای خرید؟,Neutral,Neutral,96,Neutral,Neutral
» در پاسخ به نظر امیر ق به تاریخ 1400/12/4 (برای نمایش نظر کلیک کنید...) ممنون از توضیحات مفیدتون,Neutral,Neutral,67,Neutral,Neutral
"مقاله تکراری اما پر کاربرد بزبان خیلی ساده و کاربردی :نحوه صحیح نگهداری باتری های دیوایسهای اپلی برای بالا بردن راندمان و عمراز اونجایی که متاسفانه توی ایرانه عزیزجایی بنام نمایندگی رسمی اپل نداریملذا مسلمن چیزی بنام باتری اصلی اپلرو هم نخواهیم داشت و همه باتری هاکه به اسم اصلی با هزینه گزاف تقدیمشما میشن ، در واقع فیک هستن ولیدرجه ۱ یا به اصطلاح high copy !!!!اگر هم خیلی ادم خوش شانس باشیمباتری های اوریجینال باز شده از روی ایفون های سرقتی یا امثالهم رو به ماخواهند فروخت (البته بقیمت خونشونو همچنین اینکه ۱۰۰ درصد نیستن)لذا بهتره که واسه ی عمر کردن حداقلدو سال باتری دیوایسمون قاتلای باتری دیوایس خودتونو بشناسین۱-گرما۲-سرمای بیش از حدلذا از نگهداری و استفاده در مکان هایگرم مثل داشبورد ماشین زیره افتاب وانجام کارهایی که باعث بالارفتن دمایدیوایس میشه پرهیز کنین.مثل بازی درحین شارژ و بازی حین هات اسپات و امثالهم ...۲-رسوندن شارژ باتری به زیره ۲۰ درصد۳-فول شارژ تا ۱۰۰ درصد و تو شارژ بودن تا صبحهمیشه الگوی شارژ ۲۰ تا ۸۰ درصد رورعایت بکنین و هیچوقت تا ۱۰۰ درصد شارژ نکنین۴-استفاده از اکسسوری غیر اوریجینالمثل کابل و کلگی غیر اصلی و همچنینفست شارژ برند های غیر اصلی و فیک۴-استفاده از پاوربانک هایی که واسهدیوایس های اپلی طراحی نشدن۵-شارژ دیوایس با شارژر فندکی خوردروو همچنین شارژ با لپ تاپ های غیراپلیبدلیل نوسان جریان باعث اسیب هستن۶-optimized battery charging رو تویبخش battery health همواره روشن نگردارین.تجربه ی شخصی بنده تو چند ایفون :سعی کردم اکثرن تو ۷۰ درصد موارد ایفون هام رو با مک بوک و همچنین ایمک شارژ کنم. چرا ؟ چون هرچقدر برایدیوایس ورودی جریان میزانش کمتر باشهلذا نتیجه کار یعنی گرما هم کمتر خواهد بود و همچنین نوسان جریان هم تویمک بوک و ای مک در حد صفر هستاخرین تجربه بنده تو ایفون ۱۲ پرو مکسبود که تو یکسال تمام استفاده باتریهلث یا همون سلامت باتری به ۹۸درصدرسید و واقعا برای خود بنده این قضیهثابت شد که گرما و نوسان قتل هایبالفطره باتری ایفون هستن. اگر با همینمنوال اون گوشی رو نگر داشته بودم واستفاده میکردم فکر کنم ۳ سال طولمیکشید تا برسه ۸۰ درصدهمچنین تو ایفون اکس و ایفون ۷پلاس که متاسفانه از دستم دزدیدن هم شاهداین داستان بودم.مراقب ایفون های گرانقیمتتون باشین وسعی کنین بیرون از هندفری استفاده کنین اگر پیاده جایی میرین و حدالامکانبیمه کنین تا یمقداریش رو بیمه جبرانکنه.موفق باشین",Neutral,Neutral,1552,Neutral,Neutral
"با سلام میخوام تجربه ی خودم رو از این تبلت در رابطه با طراحی و ..بگم، اول در رابطه با طراحی که به عقیده ی من خوبه و من از طراحی نوستالوژیک آیپد خوشم میاد، اما برای بعضی ها که عاشق تحول و طرفدار تنوع هر ساله ی طراحی گجت ها هستند اصلا چیز جالبی به نظر نمیاد، چون ظاهرش چندان با آیپد ایر۲ ۲۰۱۴ خیلی فرقی نکرده(فقط کمی صفحه اش بزرگتر از اونه!!) در اما در رابطه با دوربیناش، فقط باید بگم که دوربین سلفیش قابل قبوله و با اینکه دوربین اصلیش در نور مناسب و روز چندان بدک نیست، اما به عقیدم دیگه رزولوشن ۸مگی اونم با درجه دیافراگم 2.4، خیلی قدیمی و عهد بوقی هست و اپل حداقل باید یه دوربین تک لنز ۱۲مگاپیکسلی با درجه 2.2 براش می گذاشت، تا حداقل برابر با دوربین سلفیش بشه و اینقدر ضایع نشه(آخه تا به حال هیچ گجتی رو ندیدم که دوربین اصلیش از سلفیش ضعیف تر باشه!!) حالا در رابطه با سخت افزارش باید گفت که واقعا عالیه و به نسبت پولی که میدید باید انتظار داشته باشید، چون در این قیمت نباید انتظار صفحه ۱۲۰هرتز و امولد داشت و هم اینکه چیپست بسیار عالی داره که تقریبا از پس تمام بازی های گرافیکی برمیاد، اما از لحاظ گرافیکی اونایی که کارشون طراحی دیجیتال و لوگو هست واقعا با پروکریت عالی میشه کار کرد و به راحتی میشه با قلم اپل با سرعت خوبی نقاشی های عالی کشید که در تبلت های اندرویدی نمیشه و اگرم شدنی باشه تنها با تبلت های بالای ۲۰میلیون (مثل تب s7سامسونگ )میشه کار رو کرد. البته باید حواستون باشه که اغلب اپیکیشن های بدرد بخور اپل اغلب پولی هستند، و باید فکر خرید گیفت کارت هم برای خرید اپیکیشن ها باشید. اما در رابطه با فتوشاپ ios متاسفانه در ایران به دلیل تحریم ،استفاده از اون بسیار سخته و باید برای ورود از فیلتر شکن استفاده کنید و دیگر هر ماه ۱۰دلار هم باید برای فتوشاپ پرداخت کنید، و از اونجایی که هیچ نسخه کرک شده ای هم نیست، پس بهتره اگر فتوشاپ در سطح حرفه ای کارتون هست قید آیپد رو بزنید و برید لپ تاپ یا مک بوک بخرید و الا اگر کارتون خواندن pdf وب گردی، حتی تایپ و نقاشی دیجیتال و (ادیت عکس در حد نیمه حرفه ای به پایین) و گیم های گرافیکی با رزولوشن ۱۰۸۰ هست این می‌تونه جای لپ تاپ رو براتون بگیره، و حتی لزومی نداره هزینه ی زیادی بابت آیپد پرو m1 بدید، چون این کارتون رو راه می اندازه ،اما اگر ادیت فیلم نیمه حرفه ای به بالا به همراه استفاده مداوم از فتوشاپ، و افترافکت هست ، نه تنها این گزینه بلکه آیپد پروها هم گزینه ی خوبی برای شما نیستند. با سپاس",Neutral,Neutral,1549,Neutral,Neutral
دوستان قیمت این تبلت باید بین 10 تا نهایتا 14 باشد! با این قیمت ها هرگز خریداری نکنید بلکه قیمت واقعی آن به فروش برسد!,Neutral,Neutral,81,Neutral,Neutral
یکی از بهترین تبلت های اقتصادی موجود در بازار! منتظرم حباب قیمتش تو ایران بشکنه بخرم عالیه,Agree,Neutral,62,Neutral,Neutral
